p, k, repitition, day
0.000000,0.620000,5,8,5
0.000000,0.620000,5,9,5
0.000000,0.630000,5,0,5
0.000000,0.630000,5,1,5
0.000000,0.630000,5,2,5
0.000000,0.630000,5,3,5
0.000000,0.630000,5,4,5
0.000000,0.630000,5,5,5
0.000000,0.630000,5,6,5
0.000000,0.630000,5,7,5
0.000000,0.630000,5,8,5
0.000000,0.630000,5,9,5
0.000000,0.640000,5,0,5
0.000000,0.640000,5,1,5
0.000000,0.640000,5,2,5
0.000000,0.640000,5,3,5
0.000000,0.640000,5,4,5
0.000000,0.640000,5,5,5
0.000000,0.640000,5,6,5
0.000000,0.640000,5,7,5
0.000000,0.640000,5,8,5
0.000000,0.640000,5,9,5
0.000000,0.650000,5,0,5
0.000000,0.650000,5,1,5
0.000000,0.650000,5,2,5
0.000000,0.650000,5,3,5
0.000000,0.650000,5,4,5
0.000000,0.650000,5,5,5
0.000000,0.650000,5,6,5
0.000000,0.650000,5,7,5
0.000000,0.650000,5,8,5
0.000000,0.650000,5,9,5
0.000000,0.660000,5,0,5
0.000000,0.660000,5,1,5
0.000000,0.660000,5,2,5
0.000000,0.660000,5,3,5
0.000000,0.660000,5,4,5
0.000000,0.660000,5,5,5
0.000000,0.660000,5,6,5
0.000000,0.660000,5,7,5
0.000000,0.660000,5,8,5
0.000000,0.660000,5,9,5
0.000000,0.670000,5,0,5
0.000000,0.670000,5,1,5
0.000000,0.670000,5,2,5
0.000000,0.670000,5,3,5
0.000000,0.670000,5,4,5
0.000000,0.670000,5,5,5
0.000000,0.670000,5,6,5
0.000000,0.670000,5,7,5
0.000000,0.670000,5,8,5
0.000000,0.670000,5,9,5
0.000000,0.680000,5,0,5
0.000000,0.680000,5,1,5
0.000000,0.680000,5,2,5
0.000000,0.680000,5,3,5
0.000000,0.680000,5,4,5
0.000000,0.680000,5,5,5
0.000000,0.680000,5,6,5
0.000000,0.680000,5,7,5
0.000000,0.680000,5,8,5
0.000000,0.680000,5,9,5
0.000000,0.690000,5,0,5
0.000000,0.690000,5,1,5
0.000000,0.690000,5,2,5
0.000000,0.690000,5,3,5
0.000000,0.690000,5,4,5
0.000000,0.690000,5,5,5
0.000000,0.690000,5,6,5
0.000000,0.690000,5,7,5
0.000000,0.690000,5,8,5
0.000000,0.690000,5,9,5
0.000000,0.700000,5,0,5
0.000000,0.700000,5,1,5
0.000000,0.700000,5,2,5
0.000000,0.700000,5,3,5
0.000000,0.700000,5,4,5
0.000000,0.700000,5,5,5
0.000000,0.700000,5,6,5
0.000000,0.700000,5,7,5
0.000000,0.700000,5,8,5
0.000000,0.700000,5,9,5
0.000000,0.710000,5,0,5
0.000000,0.710000,5,1,5
0.000000,0.710000,5,2,5
0.000000,0.710000,5,3,5
0.000000,0.710000,5,4,5
0.000000,0.710000,5,5,5
0.000000,0.710000,5,6,5
0.000000,0.710000,5,7,5
0.000000,0.710000,5,8,5
0.000000,0.710000,5,9,5
0.000000,0.720000,5,0,5
0.000000,0.720000,5,1,5
0.000000,0.720000,5,2,5
0.000000,0.720000,5,3,5
0.000000,0.720000,5,4,5
0.000000,0.720000,5,5,5
0.000000,0.720000,5,6,5
0.000000,0.720000,5,7,5
0.000000,0.720000,5,8,5
0.000000,0.720000,5,9,5
0.000000,0.730000,5,0,5
0.000000,0.730000,5,1,5
0.000000,0.730000,5,2,5
0.000000,0.730000,5,3,5
0.000000,0.730000,5,4,5
0.000000,0.730000,5,5,5
0.000000,0.730000,5,6,5
0.000000,0.730000,5,7,5
0.000000,0.730000,5,8,5
0.000000,0.730000,5,9,5
0.000000,0.740000,5,0,5
0.000000,0.740000,5,1,5
0.000000,0.740000,5,2,5
0.000000,0.740000,5,3,5
0.000000,0.740000,5,4,5
0.000000,0.740000,5,5,5
0.000000,0.740000,5,6,5
0.000000,0.740000,5,7,5
0.000000,0.740000,5,8,5
0.000000,0.740000,5,9,5
0.000000,0.750000,5,0,5
0.000000,0.750000,5,1,5
0.000000,0.750000,5,2,5
0.000000,0.750000,5,3,5
0.000000,0.750000,5,4,5
0.000000,0.750000,5,5,5
0.000000,0.750000,5,6,5
0.000000,0.750000,5,7,5
0.000000,0.750000,5,8,5
0.000000,0.750000,5,9,5
0.000000,0.760000,5,0,5
0.000000,0.760000,5,1,5
0.000000,0.760000,5,2,5
0.000000,0.760000,5,3,5
0.000000,0.760000,5,4,5
0.000000,0.760000,5,5,5
0.000000,0.760000,5,6,5
0.000000,0.760000,5,7,5
0.000000,0.760000,5,8,5
0.000000,0.760000,5,9,5
0.000000,0.770000,5,0,5
0.000000,0.770000,5,1,5
0.000000,0.770000,5,2,5
0.000000,0.770000,5,3,5
0.000000,0.770000,5,4,5
0.000000,0.770000,5,5,5
0.000000,0.770000,5,6,5
0.000000,0.770000,5,7,5
0.000000,0.770000,5,8,5
0.000000,0.770000,5,9,5
0.000000,0.780000,5,0,5
0.000000,0.780000,5,1,5
0.000000,0.780000,5,2,5
0.000000,0.780000,5,3,5
0.000000,0.780000,5,4,5
0.000000,0.780000,5,5,5
0.000000,0.780000,5,6,5
0.000000,0.780000,5,7,5
0.000000,0.780000,5,8,5
0.000000,0.780000,5,9,5
0.000000,0.790000,5,0,5
0.000000,0.790000,5,1,5
0.000000,0.790000,5,2,5
0.000000,0.790000,5,3,5
0.000000,0.790000,5,4,5
0.000000,0.790000,5,5,5
0.000000,0.790000,5,6,5
0.000000,0.790000,5,7,5
0.000000,0.790000,5,8,5
0.000000,0.790000,5,9,5
0.000000,0.800000,5,0,5
0.000000,0.800000,5,1,5
0.000000,0.800000,5,2,5
0.000000,0.800000,5,3,5
0.000000,0.800000,5,4,5
0.000000,0.800000,5,5,5
0.000000,0.800000,5,6,5
0.000000,0.800000,5,7,5
0.000000,0.800000,5,8,5
0.000000,0.800000,5,9,5
0.000000,0.810000,5,0,5
0.000000,0.810000,5,1,5
0.000000,0.810000,5,2,5
0.000000,0.810000,5,3,5
0.000000,0.810000,5,4,5
0.000000,0.810000,5,5,5
0.000000,0.810000,5,6,5
0.000000,0.810000,5,7,5
0.000000,0.810000,5,8,5
0.000000,0.810000,5,9,5
0.000000,0.820000,5,0,5
0.000000,0.820000,5,1,5
0.000000,0.820000,5,2,5
0.000000,0.820000,5,3,5
0.000000,0.820000,5,4,5
0.000000,0.820000,5,5,5
0.000000,0.820000,5,6,5
0.000000,0.820000,5,7,5
0.000000,0.820000,5,8,5
0.000000,0.820000,5,9,5
0.000000,0.830000,5,0,5
0.000000,0.830000,5,1,5
0.000000,0.830000,5,2,5
0.000000,0.830000,5,3,5
0.000000,0.830000,5,4,5
0.000000,0.830000,5,5,5
0.000000,0.830000,5,6,5
0.000000,0.830000,5,7,5
0.000000,0.830000,5,8,5
0.000000,0.830000,5,9,5
0.000000,0.840000,5,0,5
0.000000,0.840000,5,1,5
0.000000,0.840000,5,2,5
0.000000,0.840000,5,3,5
0.000000,0.840000,5,4,5
0.000000,0.840000,5,5,5
0.000000,0.840000,5,6,5
0.000000,0.840000,5,7,5
0.000000,0.840000,5,8,5
0.000000,0.840000,5,9,5
0.000000,0.850000,5,0,5
0.000000,0.850000,5,1,5
0.000000,0.850000,5,2,5
0.000000,0.850000,5,3,5
0.000000,0.850000,5,4,5
0.000000,0.850000,5,5,5
0.000000,0.850000,5,6,5
0.000000,0.850000,5,7,5
0.000000,0.850000,5,8,5
0.000000,0.850000,5,9,5
0.000000,0.860000,5,0,5
0.000000,0.860000,5,1,5
0.000000,0.860000,5,2,5
0.000000,0.860000,5,3,5
0.000000,0.860000,5,4,5
0.000000,0.860000,5,5,5
0.000000,0.860000,5,6,5
0.000000,0.860000,5,7,5
0.000000,0.860000,5,8,5
0.000000,0.860000,5,9,5
0.000000,0.870000,5,0,5
0.000000,0.870000,5,1,5
0.000000,0.870000,5,2,5
0.000000,0.870000,5,3,5
0.000000,0.870000,5,4,5
0.000000,0.870000,5,5,5
0.000000,0.870000,5,6,5
0.000000,0.870000,5,7,5
0.000000,0.870000,5,8,5
0.000000,0.870000,5,9,5
0.000000,0.880000,5,0,5
0.000000,0.880000,5,1,5
0.000000,0.880000,5,2,5
0.000000,0.880000,5,3,5
0.000000,0.880000,5,4,5
0.000000,0.880000,5,5,5
0.000000,0.880000,5,6,5
0.000000,0.880000,5,7,5
0.000000,0.880000,5,8,5
0.000000,0.880000,5,9,5
0.000000,0.890000,5,0,5
0.000000,0.890000,5,1,5
0.000000,0.890000,5,2,5
0.000000,0.890000,5,3,5
0.000000,0.890000,5,4,5
0.000000,0.890000,5,5,5
0.000000,0.890000,5,6,5
0.000000,0.890000,5,7,5
0.000000,0.890000,5,8,5
0.000000,0.890000,5,9,5
0.000000,0.900000,5,0,5
0.000000,0.900000,5,1,5
0.000000,0.900000,5,2,5
0.000000,0.900000,5,3,5
0.000000,0.900000,5,4,5
0.000000,0.900000,5,5,5
0.000000,0.900000,5,6,5
0.000000,0.900000,5,7,5
0.000000,0.900000,5,8,5
0.000000,0.900000,5,9,5
0.000000,0.910000,5,0,5
0.000000,0.910000,5,1,5
0.000000,0.910000,5,2,5
0.000000,0.910000,5,3,5
0.000000,0.910000,5,4,5
0.000000,0.910000,5,5,5
0.000000,0.910000,5,6,5
0.000000,0.910000,5,7,5
0.000000,0.910000,5,8,5
0.000000,0.910000,5,9,5
0.000000,0.920000,5,0,5
0.000000,0.920000,5,1,5
0.000000,0.920000,5,2,5
0.000000,0.920000,5,3,5
0.000000,0.920000,5,4,5
0.000000,0.920000,5,5,5
0.000000,0.920000,5,6,5
0.000000,0.920000,5,7,5
0.000000,0.920000,5,8,5
0.000000,0.920000,5,9,5
0.000000,0.930000,5,0,5
0.000000,0.930000,5,1,5
0.000000,0.930000,5,2,5
0.000000,0.930000,5,3,5
0.000000,0.930000,5,4,5
0.000000,0.930000,5,5,5
0.000000,0.930000,5,6,5
0.000000,0.930000,5,7,5
0.000000,0.930000,5,8,5
0.000000,0.930000,5,9,5
0.000000,0.940000,5,0,5
0.000000,0.940000,5,1,5
0.000000,0.940000,5,2,5
0.000000,0.940000,5,3,5
0.000000,0.940000,5,4,5
0.000000,0.940000,5,5,5
0.000000,0.940000,5,6,5
0.000000,0.940000,5,7,5
0.000000,0.940000,5,8,5
0.000000,0.940000,5,9,5
0.000000,0.950000,5,0,5
0.000000,0.950000,5,1,5
0.000000,0.950000,5,2,5
0.000000,0.950000,5,3,5
0.000000,0.950000,5,4,5
0.000000,0.950000,5,5,5
0.000000,0.950000,5,6,5
0.000000,0.950000,5,7,5
0.000000,0.950000,5,8,5
0.000000,0.950000,5,9,5
0.000000,0.960000,5,0,5
0.000000,0.960000,5,1,5
0.000000,0.960000,5,2,5
0.000000,0.960000,5,3,5
0.000000,0.960000,5,4,5
0.000000,0.960000,5,5,5
0.000000,0.960000,5,6,5
0.000000,0.960000,5,7,5
0.000000,0.960000,5,8,5
0.000000,0.960000,5,9,5
0.000000,0.970000,5,0,5
0.000000,0.970000,5,1,5
0.000000,0.970000,5,2,5
0.000000,0.970000,5,3,5
0.000000,0.970000,5,4,5
0.000000,0.970000,5,5,5
0.000000,0.970000,5,6,5
0.000000,0.970000,5,7,5
0.000000,0.970000,5,8,5
0.000000,0.970000,5,9,5
0.000000,0.980000,5,0,5
0.000000,0.980000,5,1,5
0.000000,0.980000,5,2,5
0.000000,0.980000,5,3,5
0.000000,0.980000,5,4,5
0.000000,0.980000,5,5,5
0.000000,0.980000,5,6,5
0.000000,0.980000,5,7,5
0.000000,0.980000,5,8,5
0.000000,0.980000,5,9,5
0.000000,0.990000,5,0,5
0.000000,0.990000,5,1,5
0.000000,0.990000,5,2,5
0.000000,0.990000,5,3,5
0.000000,0.990000,5,4,5
0.000000,0.990000,5,5,5
0.000000,0.990000,5,6,5
0.000000,0.990000,5,7,5
0.000000,0.990000,5,8,5
0.000000,0.990000,5,9,5
0.000000,0.000000,6,0,5
0.000000,0.000000,6,1,5
0.000000,0.000000,6,2,5
0.000000,0.000000,6,3,5
0.000000,0.000000,6,4,5
0.000000,0.000000,6,5,5
0.000000,0.000000,6,6,5
0.000000,0.000000,6,7,5
0.000000,0.000000,6,8,5
0.000000,0.000000,6,9,5
0.000000,0.010000,6,0,5
0.000000,0.010000,6,1,5
0.000000,0.010000,6,2,5
0.000000,0.010000,6,3,5
0.000000,0.010000,6,4,5
0.000000,0.010000,6,5,5
0.000000,0.010000,6,6,5
0.000000,0.010000,6,7,5
0.000000,0.010000,6,8,5
0.000000,0.010000,6,9,5
0.000000,0.020000,6,0,5
0.000000,0.020000,6,1,5
0.000000,0.020000,6,2,5
0.000000,0.020000,6,3,5
0.000000,0.020000,6,4,5
0.000000,0.020000,6,5,5
0.000000,0.020000,6,6,5
0.000000,0.020000,6,7,5
0.000000,0.020000,6,8,5
0.000000,0.020000,6,9,5
0.000000,0.030000,6,0,5
0.000000,0.030000,6,1,5
0.000000,0.030000,6,2,5
0.000000,0.030000,6,3,5
0.000000,0.030000,6,4,5
0.000000,0.030000,6,5,5
0.000000,0.030000,6,6,5
0.000000,0.030000,6,7,5
0.000000,0.030000,6,8,5
0.000000,0.030000,6,9,5
0.000000,0.040000,6,0,5
0.000000,0.040000,6,1,5
0.000000,0.040000,6,2,5
0.000000,0.040000,6,3,5
0.000000,0.040000,6,4,5
0.000000,0.040000,6,5,5
0.000000,0.040000,6,6,5
0.000000,0.040000,6,7,5
0.000000,0.040000,6,8,5
0.000000,0.040000,6,9,5
0.000000,0.050000,6,0,5
0.000000,0.050000,6,1,5
0.000000,0.050000,6,2,5
0.000000,0.050000,6,3,5
0.000000,0.050000,6,4,5
0.000000,0.050000,6,5,5
0.000000,0.050000,6,6,5
0.000000,0.050000,6,7,5
0.000000,0.050000,6,8,5
0.000000,0.050000,6,9,5
0.000000,0.060000,6,0,5
0.000000,0.060000,6,1,5
0.000000,0.060000,6,2,5
0.000000,0.060000,6,3,5
0.000000,0.060000,6,4,5
0.000000,0.060000,6,5,5
0.000000,0.060000,6,6,5
0.000000,0.060000,6,7,5
0.000000,0.060000,6,8,5
0.000000,0.060000,6,9,5
0.000000,0.070000,6,0,5
0.000000,0.070000,6,1,5
0.000000,0.070000,6,2,5
0.000000,0.070000,6,3,5
0.000000,0.070000,6,4,5
0.000000,0.070000,6,5,5
0.000000,0.070000,6,6,5
0.000000,0.070000,6,7,5
0.000000,0.070000,6,8,5
0.000000,0.070000,6,9,5
0.000000,0.080000,6,0,5
0.000000,0.080000,6,1,5
0.000000,0.080000,6,2,5
0.000000,0.080000,6,3,5
0.000000,0.080000,6,4,5
0.000000,0.080000,6,5,5
0.000000,0.080000,6,6,5
0.000000,0.080000,6,7,5
0.000000,0.080000,6,8,5
0.000000,0.080000,6,9,5
0.000000,0.090000,6,0,5
0.000000,0.090000,6,1,5
0.000000,0.090000,6,2,5
0.000000,0.090000,6,3,5
0.000000,0.090000,6,4,5
0.000000,0.090000,6,5,5
0.000000,0.090000,6,6,5
0.000000,0.090000,6,7,5
0.000000,0.090000,6,8,5
0.000000,0.090000,6,9,5
0.000000,0.100000,6,0,5
0.000000,0.100000,6,1,5
0.000000,0.100000,6,2,5
0.000000,0.100000,6,3,5
0.000000,0.100000,6,4,5
0.000000,0.100000,6,5,5
0.000000,0.100000,6,6,5
0.000000,0.100000,6,7,5
0.000000,0.100000,6,8,5
0.000000,0.100000,6,9,5
0.000000,0.110000,6,0,5
0.000000,0.110000,6,1,5
0.000000,0.110000,6,2,5
0.000000,0.110000,6,3,5
0.000000,0.110000,6,4,5
0.000000,0.110000,6,5,5
0.000000,0.110000,6,6,5
0.000000,0.110000,6,7,5
0.000000,0.110000,6,8,5
0.000000,0.110000,6,9,5
0.000000,0.120000,6,0,5
0.000000,0.120000,6,1,5
0.000000,0.120000,6,2,5
0.000000,0.120000,6,3,5
0.000000,0.120000,6,4,5
0.000000,0.120000,6,5,5
0.000000,0.120000,6,6,5
0.000000,0.120000,6,7,5
0.000000,0.120000,6,8,5
0.000000,0.120000,6,9,5
0.000000,0.130000,6,0,5
0.000000,0.130000,6,1,5
0.000000,0.130000,6,2,5
0.000000,0.130000,6,3,5
0.000000,0.130000,6,4,5
0.000000,0.130000,6,5,5
0.000000,0.130000,6,6,5
0.000000,0.130000,6,7,5
0.000000,0.130000,6,8,5
0.000000,0.130000,6,9,5
0.000000,0.140000,6,0,5
0.000000,0.140000,6,1,5
0.000000,0.140000,6,2,5
0.000000,0.140000,6,3,5
0.000000,0.140000,6,4,5
0.000000,0.140000,6,5,5
0.000000,0.140000,6,6,5
0.000000,0.140000,6,7,5
0.000000,0.140000,6,8,5
0.000000,0.140000,6,9,5
0.000000,0.150000,6,0,5
0.000000,0.150000,6,1,5
0.000000,0.150000,6,2,5
0.000000,0.150000,6,3,5
0.000000,0.150000,6,4,5
0.000000,0.150000,6,5,5
0.000000,0.150000,6,6,5
0.000000,0.150000,6,7,5
0.000000,0.150000,6,8,5
0.000000,0.150000,6,9,5
0.000000,0.160000,6,0,5
0.000000,0.160000,6,1,5
0.000000,0.160000,6,2,5
0.000000,0.160000,6,3,5
0.000000,0.160000,6,4,5
0.000000,0.160000,6,5,5
0.000000,0.160000,6,6,5
0.000000,0.160000,6,7,5
0.000000,0.160000,6,8,5
0.000000,0.160000,6,9,5
0.000000,0.170000,6,0,5
0.000000,0.170000,6,1,5
0.000000,0.170000,6,2,5
0.000000,0.170000,6,3,5
0.000000,0.170000,6,4,5
0.000000,0.170000,6,5,5
0.000000,0.170000,6,6,5
0.000000,0.170000,6,7,5
0.000000,0.170000,6,8,5
0.000000,0.170000,6,9,5
0.000000,0.180000,6,0,5
0.000000,0.180000,6,1,5
0.000000,0.180000,6,2,5
0.000000,0.180000,6,3,5
0.000000,0.180000,6,4,5
0.000000,0.180000,6,5,5
0.000000,0.180000,6,6,5
0.000000,0.180000,6,7,5
0.000000,0.180000,6,8,5
0.000000,0.180000,6,9,5
0.000000,0.190000,6,0,5
0.000000,0.190000,6,1,5
0.000000,0.190000,6,2,5
0.000000,0.190000,6,3,5
0.000000,0.190000,6,4,5
0.000000,0.190000,6,5,5
0.000000,0.190000,6,6,5
0.000000,0.190000,6,7,5
0.000000,0.190000,6,8,5
0.000000,0.190000,6,9,5
0.000000,0.200000,6,0,5
0.000000,0.200000,6,1,5
0.000000,0.200000,6,2,5
0.000000,0.200000,6,3,5
0.000000,0.200000,6,4,5
0.000000,0.200000,6,5,5
0.000000,0.200000,6,6,5
0.000000,0.200000,6,7,5
0.000000,0.200000,6,8,5
0.000000,0.200000,6,9,5
0.000000,0.210000,6,0,5
0.000000,0.210000,6,1,5
0.000000,0.210000,6,2,5
0.000000,0.210000,6,3,5
0.000000,0.210000,6,4,5
0.000000,0.210000,6,5,5
0.000000,0.210000,6,6,5
0.000000,0.210000,6,7,5
0.000000,0.210000,6,8,5
0.000000,0.210000,6,9,5
0.000000,0.220000,6,0,5
0.000000,0.220000,6,1,5
0.000000,0.220000,6,2,5
0.000000,0.220000,6,3,5
0.000000,0.220000,6,4,5
0.000000,0.220000,6,5,5
0.000000,0.220000,6,6,5
0.000000,0.220000,6,7,5
0.000000,0.220000,6,8,5
0.000000,0.220000,6,9,5
0.000000,0.230000,6,0,5
0.000000,0.230000,6,1,5
0.000000,0.230000,6,2,5
0.000000,0.230000,6,3,5
0.000000,0.230000,6,4,5
0.000000,0.230000,6,5,5
0.000000,0.230000,6,6,5
0.000000,0.230000,6,7,5
0.000000,0.230000,6,8,5
0.000000,0.230000,6,9,5
0.000000,0.240000,6,0,5
0.000000,0.240000,6,1,5
0.000000,0.240000,6,2,5
0.000000,0.240000,6,3,5
0.000000,0.240000,6,4,5
0.000000,0.240000,6,5,5
0.000000,0.240000,6,6,5
0.000000,0.240000,6,7,5
0.000000,0.240000,6,8,5
0.000000,0.240000,6,9,5
0.000000,0.250000,6,0,5
0.000000,0.250000,6,1,5
0.000000,0.250000,6,2,5
0.000000,0.250000,6,3,5
0.000000,0.250000,6,4,5
0.000000,0.250000,6,5,5
0.000000,0.250000,6,6,5
0.000000,0.250000,6,7,5
0.000000,0.250000,6,8,5
0.000000,0.250000,6,9,5
0.000000,0.260000,6,0,5
0.000000,0.260000,6,1,5
0.000000,0.260000,6,2,5
0.000000,0.260000,6,3,5
0.000000,0.260000,6,4,5
0.000000,0.260000,6,5,5
0.000000,0.260000,6,6,5
0.000000,0.260000,6,7,5
0.000000,0.260000,6,8,5
0.000000,0.260000,6,9,5
0.000000,0.270000,6,0,5
0.000000,0.270000,6,1,5
0.000000,0.270000,6,2,5
0.000000,0.270000,6,3,5
0.000000,0.270000,6,4,5
0.000000,0.270000,6,5,5
0.000000,0.270000,6,6,5
0.000000,0.270000,6,7,5
0.000000,0.270000,6,8,5
0.000000,0.270000,6,9,5
0.000000,0.280000,6,0,5
0.000000,0.280000,6,1,5
0.000000,0.280000,6,2,5
0.000000,0.280000,6,3,5
0.000000,0.280000,6,4,5
0.000000,0.280000,6,5,5
0.000000,0.280000,6,6,5
0.000000,0.280000,6,7,5
0.000000,0.280000,6,8,5
0.000000,0.280000,6,9,5
0.000000,0.290000,6,0,5
0.000000,0.290000,6,1,5
0.000000,0.290000,6,2,5
0.000000,0.290000,6,3,5
0.000000,0.290000,6,4,5
0.000000,0.290000,6,5,5
0.000000,0.290000,6,6,5
0.000000,0.290000,6,7,5
0.000000,0.290000,6,8,5
0.000000,0.290000,6,9,5
0.000000,0.300000,6,0,5
0.000000,0.300000,6,1,5
0.000000,0.300000,6,2,5
0.000000,0.300000,6,3,5
0.000000,0.300000,6,4,5
0.000000,0.300000,6,5,5
0.000000,0.300000,6,6,5
0.000000,0.300000,6,7,5
0.000000,0.300000,6,8,5
0.000000,0.300000,6,9,5
0.000000,0.310000,6,0,5
0.000000,0.310000,6,1,5
0.000000,0.310000,6,2,5
0.000000,0.310000,6,3,5
0.000000,0.310000,6,4,5
0.000000,0.310000,6,5,5
0.000000,0.310000,6,6,5
0.000000,0.310000,6,7,5
0.000000,0.310000,6,8,5
0.000000,0.310000,6,9,5
0.000000,0.320000,6,0,5
0.000000,0.320000,6,1,5
0.000000,0.320000,6,2,5
0.000000,0.320000,6,3,5
0.000000,0.320000,6,4,5
0.000000,0.320000,6,5,5
0.000000,0.320000,6,6,5
0.000000,0.320000,6,7,5
0.000000,0.320000,6,8,5
0.000000,0.320000,6,9,5
0.000000,0.330000,6,0,5
0.000000,0.330000,6,1,5
0.000000,0.330000,6,2,5
0.000000,0.330000,6,3,5
0.000000,0.330000,6,4,5
0.000000,0.330000,6,5,5
0.000000,0.330000,6,6,5
0.000000,0.330000,6,7,5
0.000000,0.330000,6,8,5
0.000000,0.330000,6,9,5
0.000000,0.340000,6,0,5
0.000000,0.340000,6,1,5
0.000000,0.340000,6,2,5
0.000000,0.340000,6,3,5
0.000000,0.340000,6,4,5
0.000000,0.340000,6,5,5
0.000000,0.340000,6,6,5
0.000000,0.340000,6,7,5
0.000000,0.340000,6,8,5
0.000000,0.340000,6,9,5
0.000000,0.350000,6,0,5
0.000000,0.350000,6,1,5
0.000000,0.350000,6,2,5
0.000000,0.350000,6,3,5
0.000000,0.350000,6,4,5
0.000000,0.350000,6,5,5
0.000000,0.350000,6,6,5
0.000000,0.350000,6,7,5
0.000000,0.350000,6,8,5
0.000000,0.350000,6,9,5
0.000000,0.360000,6,0,5
0.000000,0.360000,6,1,5
0.000000,0.360000,6,2,5
0.000000,0.360000,6,3,5
0.000000,0.360000,6,4,5
0.000000,0.360000,6,5,5
0.000000,0.360000,6,6,5
0.000000,0.360000,6,7,5
0.000000,0.360000,6,8,5
0.000000,0.360000,6,9,5
0.000000,0.370000,6,0,5
0.000000,0.370000,6,1,5
0.000000,0.370000,6,2,5
0.000000,0.370000,6,3,5
0.000000,0.370000,6,4,5
0.000000,0.370000,6,5,5
0.000000,0.370000,6,6,5
0.000000,0.370000,6,7,5
0.000000,0.370000,6,8,5
0.000000,0.370000,6,9,5
0.000000,0.380000,6,0,5
0.000000,0.380000,6,1,5
0.000000,0.380000,6,2,5
0.000000,0.380000,6,3,5
0.000000,0.380000,6,4,5
0.000000,0.380000,6,5,5
0.000000,0.380000,6,6,5
0.000000,0.380000,6,7,5
0.000000,0.380000,6,8,5
0.000000,0.380000,6,9,5
0.000000,0.390000,6,0,5
0.000000,0.390000,6,1,5
0.000000,0.390000,6,2,5
0.000000,0.390000,6,3,5
0.000000,0.390000,6,4,5
0.000000,0.390000,6,5,5
0.000000,0.390000,6,6,5
0.000000,0.390000,6,7,5
0.000000,0.390000,6,8,5
0.000000,0.390000,6,9,5
0.000000,0.400000,6,0,5
0.000000,0.400000,6,1,5
0.000000,0.400000,6,2,5
0.000000,0.400000,6,3,5
0.000000,0.400000,6,4,5
0.000000,0.400000,6,5,5
0.000000,0.400000,6,6,5
0.000000,0.400000,6,7,5
0.000000,0.400000,6,8,5
0.000000,0.400000,6,9,5
0.000000,0.410000,6,0,5
0.000000,0.410000,6,1,5
0.000000,0.410000,6,2,5
0.000000,0.410000,6,3,5
0.000000,0.410000,6,4,5
0.000000,0.410000,6,5,5
0.000000,0.410000,6,6,5
0.000000,0.410000,6,7,5
0.000000,0.410000,6,8,5
0.000000,0.410000,6,9,5
0.000000,0.420000,6,0,5
0.000000,0.420000,6,1,5
0.000000,0.420000,6,2,5
0.000000,0.420000,6,3,5
0.000000,0.420000,6,4,5
0.000000,0.420000,6,5,5
0.000000,0.420000,6,6,5
0.000000,0.420000,6,7,5
0.000000,0.420000,6,8,5
0.000000,0.420000,6,9,5
0.000000,0.430000,6,0,5
0.000000,0.430000,6,1,5
0.000000,0.430000,6,2,5
0.000000,0.430000,6,3,5
0.000000,0.430000,6,4,5
0.000000,0.430000,6,5,5
0.000000,0.430000,6,6,5
0.000000,0.430000,6,7,5
0.000000,0.430000,6,8,5
0.000000,0.430000,6,9,5
0.000000,0.440000,6,0,5
0.000000,0.440000,6,1,5
0.000000,0.440000,6,2,5
0.000000,0.440000,6,3,5
0.000000,0.440000,6,4,5
0.000000,0.440000,6,5,5
0.000000,0.440000,6,6,5
0.000000,0.440000,6,7,5
0.000000,0.440000,6,8,5
0.000000,0.440000,6,9,5
0.000000,0.450000,6,0,5
0.000000,0.450000,6,1,5
0.000000,0.450000,6,2,5
0.000000,0.450000,6,3,5
0.000000,0.450000,6,4,5
0.000000,0.450000,6,5,5
0.000000,0.450000,6,6,5
0.000000,0.450000,6,7,5
0.000000,0.450000,6,8,5
0.000000,0.450000,6,9,5
0.000000,0.460000,6,0,5
0.000000,0.460000,6,1,5
0.000000,0.460000,6,2,5
0.000000,0.460000,6,3,5
0.000000,0.460000,6,4,5
0.000000,0.460000,6,5,5
0.000000,0.460000,6,6,5
0.000000,0.460000,6,7,5
0.000000,0.460000,6,8,5
0.000000,0.460000,6,9,5
0.000000,0.470000,6,0,5
0.000000,0.470000,6,1,5
0.000000,0.470000,6,2,5
0.000000,0.470000,6,3,5
0.000000,0.470000,6,4,5
0.000000,0.470000,6,5,5
0.000000,0.470000,6,6,5
0.000000,0.470000,6,7,5
0.000000,0.470000,6,8,5
0.000000,0.470000,6,9,5
0.000000,0.480000,6,0,5
0.000000,0.480000,6,1,5
0.000000,0.480000,6,2,5
0.000000,0.480000,6,3,5
0.000000,0.480000,6,4,5
0.000000,0.480000,6,5,5
0.000000,0.480000,6,6,5
0.000000,0.480000,6,7,5
0.000000,0.480000,6,8,5
0.000000,0.480000,6,9,5
0.000000,0.490000,6,0,5
0.000000,0.490000,6,1,5
0.000000,0.490000,6,2,5
0.000000,0.490000,6,3,5
0.000000,0.490000,6,4,5
0.000000,0.490000,6,5,5
0.000000,0.490000,6,6,5
0.000000,0.490000,6,7,5
0.000000,0.490000,6,8,5
0.000000,0.490000,6,9,5
0.000000,0.500000,6,0,5
0.000000,0.500000,6,1,5
